BATCH,DATE,ACCOUNT,ACCOUNT DESCRIPTION,DR,CR
445,2028-07-03,501,Cost of Goods Sold,2930.8630000000003,0
445,2028-07-03,103,Inventory,0,2930.8630000000003
445,2028-07-03,102,Accounts Receivable,4509.02,0
445,Description:,Sales completed,,,,
445,2028-07-08,301,Owner's Equity,0,1578.1570000000065
446,2028-07-08,101,Cash,5659.15,0
446,2028-07-08,202,Loan Payable,0,5659.15
446,Description:,Loan account adjustments,,,,
447,2028-07-12,101,Cash,9533.1,0
447,2028-07-12,202,Loan Payable,0,9533.1
447,Description:,Loan account adjustments,,,,
448,2028-07-19,401,Sales Revenue,0,5463.15
448,2028-07-19,501,Cost of Goods Sold,3551.0474999999997,0
448,2028-07-19,103,Inventory,0,3551.0474999999997
448,2028-07-19,101,Cash,5463.15,0
448,Description:,Goods exchanged for money,,,,
448,2028-07-21,301,Owner's Equity,0,1912.1025000000373
449,2028-07-21,103,Inventory,4706.38,0
449,2028-07-21,201,Accounts Payable,0,4706.38
449,Description:,Added to inventory,,,,
450,2028-07-30,502,Rent Expense,1852.38,0
450,2028-07-30,503,Salary Expense,2549.02,0
450,2028-07-30,101,Cash,0,4401.4
450,Description:,Operational costs deducted,,,,
450,2028-08-07,301,Owner's Equity,4401.400000000023,0
451,2028-08-07,401,Sales Revenue,0,2827.24
451,2028-08-07,501,Cost of Goods Sold,1837.706,0
451,2028-08-07,103,Inventory,0,1837.706
451,2028-08-07,101,Cash,2827.24,0
451,Description:,Sales completed,,,,
451,2028-08-12,301,Owner's Equity,0,989.5339999999851
452,2028-08-12,103,Inventory,4233.73,0
452,2028-08-12,201,Accounts Payable,0,4233.73
452,Description:,Added to inventory,,,,
452,2028-08-15,301,Owner's Equity,0,5.820766091346741e-11
453,2028-08-15,101,Cash,0,7596.6
453,2028-08-15,202,Loan Payable,7596.6,0
453,Description:,Loan activity,,,,
454,2028-08-21,401,Sales Revenue,0,3442.98
454,2028-08-21,501,Cost of Goods Sold,2237.937,0
454,2028-08-21,103,Inventory,0,2237.937
454,2028-08-21,102,Accounts Receivable,3442.98,0
454,Description:,Sales completed,,,,
454,2028-08-31,301,Owner's Equity,0,1205.042999999947
455,2028-08-31,401,Sales Revenue,0,7707.56
455,2028-08-31,501,Cost of Goods Sold,5009.914000000001,0
455,2028-08-31,103,Inventory,0,5009.914000000001
455,2028-08-31,101,Cash,7707.56,0
455,Description:,Items sold,,,,
455,2028-09-05,301,Owner's Equity,0,2697.646000000066
456,2028-09-05,101,Cash,5552.51,0
456,2028-09-05,202,Loan Payable,0,5552.51
456,Description:,Bank interactions,,,,
457,2028-09-12,101,Cash,0,6232.77
457,2028-09-12,202,Loan Payable,6232.77,0
457,Description:,Loan account adjustments,,,,
458,2028-09-17,201,Accounts Payable,1059.67,0
458,2028-09-17,101,Cash,0,1059.67
458,Description:,Reduced payable amount,,,,
458,2028-09-25,301,Owner's Equity,5.820766091346741e-11,0
459,2028-09-25,101,Cash,59219.799999999996,0
459,2028-09-25,202,Loan Payable,0,59219.799999999996
459,Description:,Bank interactions,ANOMALY,,,
459,2028-10-01,301,Owner's Equity,0,2.9103830456733704e-11
460,2028-10-01,103,Inventory,2411.6,0
460,2028-10-01,201,Accounts Payable,0,2411.6
460,Description:,Restocking products,,,,
461,2028-10-11,401,Sales Revenue,0,5486.11
461,2028-10-11,501,Cost of Goods Sold,3565.9715,0
461,2028-10-11,103,Inventory,0,3565.9715
461,2028-10-11,101,Cash,5486.11,0
461,Description:,Sales completed,,,,
461,2028-10-14,301,Owner's Equity,0,1920.1384999999718
462,2028-10-14,201,Accounts Payable,1744.42,0
462,2028-10-14,101,Cash,0,1744.42
462,Description:,Debt payment,,,,
462,2028-10-23,301,Owner's Equity,2.9103830456733704e-11,0
463,2028-10-23,103,Inventory,1974.06,0
463,2028-10-23,201,Accounts Payable,0,1974.06
463,Description:,Added to inventory,,,,
464,2028-11-02,101,Cash,0,9645.53
464,2028-11-02,202,Loan Payable,9645.53,0
464,Description:,Bank interactions,,,,
465,2028-11-11,103,Inventory,1470.59,0
465,2028-11-11,201,Accounts Payable,0,1470.59
465,Description:,Goods purchased,,,,
466,2028-11-19,103,Inventory,3720.24,0
466,2028-11-19,201,Accounts Payable,0,3720.24
466,Description:,Goods purchased,,,,
466,2028-11-26,301,Owner's Equity,0,2.9103830456733704e-11
467,2028-11-26,101,Cash,0,5029.76
467,2028-11-26,202,Loan Payable,5029.76,0
467,Description:,Bank interactions,,,,
468,2028-11-30,502,Rent Expense,745.51,0
468,2028-11-30,503,Salary Expense,2841.9,0
468,2028-11-30,101,Cash,0,3587.41
468,Description:,Regular expenses,,,,
468,2028-12-03,301,Owner's Equity,3587.4100000000326,0
469,2028-12-03,502,Rent Expense,797.63,0
469,2028-12-03,503,Salary Expense,3736.59,0
469,2028-12-03,101,Cash,0,4534.22
469,Description:,Regular expenses,,,,
469,2028-12-04,301,Owner's Equity,4534.219999999972,0
470,2028-12-04,103,Inventory,2937.71,0
470,2028-12-04,201,Accounts Payable,0,2937.71
470,Description:,Restocking products,,,,
471,2028-12-11,401,Sales Revenue,0,8833.53
471,2028-12-11,501,Cost of Goods Sold,5741.794500000001,0
471,2028-12-11,103,Inventory,0,5741.794500000001
471,2028-12-11,102,Accounts Receivable,8833.53,0
471,Description:,Sales completed,,,,
471,2028-12-18,301,Owner's Equity,0,3091.735500000039
472,2028-12-18,101,Cash,0,9405.02
472,2028-12-18,202,Loan Payable,9405.02,0
472,Description:,Loan account adjustments,,,,
473,2028-12-22,401,Sales Revenue,0,7124.65
473,2028-12-22,501,Cost of Goods Sold,4631.0225,0
473,2028-12-22,103,Inventory,0,4631.0225
473,2028-12-22,102,Accounts Receivable,7124.65,0
473,Description:,Sales completed,,,,
473,2028-12-26,301,Owner's Equity,0,2493.6275000000023
474,2028-12-26,401,Sales Revenue,0,2870.48
474,2028-12-26,501,Cost of Goods Sold,1865.8120000000001,0
474,2028-12-26,103,Inventory,0,1865.8120000000001
474,2028-12-26,101,Cash,2870.48,0
474,Description:,Goods exchanged for money,,,,
474,2029-01-05,301,Owner's Equity,0,1004.6680000000051
475,2029-01-05,401,Sales Revenue,0,6592.9
475,2029-01-05,501,Cost of Goods Sold,4285.385,0
475,2029-01-05,103,Inventory,0,4285.385
475,2029-01-05,101,Cash,6592.9,0
475,Description:,Items sold,,,,
475,2029-01-10,301,Owner's Equity,0,2307.515000000014
476,2029-01-10,201,Accounts Payable,789.67,0
476,2029-01-10,101,Cash,0,789.67
476,Description:,Reduced payable amount,,,,
476,2029-01-15,301,Owner's Equity,2.9103830456733704e-11,0
477,Description:,Sales completed,ANOMALY,,,
478,2029-01-20,103,Inventory,737.3,0
478,2029-01-20,201,Accounts Payable,0,737.3
478,Description:,Added to inventory,,,,
479,2029-01-27,101,Cash,0,9889.18
479,2029-01-27,202,Loan Payable,9889.18,0
479,Description:,Bank interactions,,,,
479,2029-02-06,301,Owner's Equity,5.820766091346741e-11,0
480,2029-02-06,401,Sales Revenue,0,9527.72
480,2029-02-06,501,Cost of Goods Sold,6193.018,0
480,2029-02-06,103,Inventory,0,6193.018
480,2029-02-06,102,Accounts Receivable,9527.72,0
480,Description:,Sales completed,,,,
480,2029-02-09,301,Owner's Equity,0,3334.70199999999
481,2029-02-09,502,Rent Expense,1277.15,0
481,2029-02-09,503,Salary Expense,4636.34,0
481,2029-02-09,101,Cash,0,5913.49
481,Description:,Monthly bills paid,,,,
481,2029-02-14,301,Owner's Equity,5913.489999999991,0
482,2029-02-14,201,Accounts Payable,1667.0,0
482,2029-02-14,101,Cash,0,1667.0
482,Description:,Paid off a creditor,,,,
483,2029-02-20,401,Sales Revenue,0,4332.69
483,2029-02-20,501,Cost of Goods Sold,2816.2484999999997,0
483,2029-02-20,103,Inventory,0,2816.2484999999997
483,2029-02-20,102,Accounts Receivable,4332.69,0
483,Description:,Items sold,,,,
483,2029-03-01,301,Owner's Equity,0,1516.4415000000154
484,2029-03-01,502,Rent Expense,1610.18,0
484,2029-03-01,503,Salary Expense,4998.5,0
484,2029-03-01,101,Cash,0,6608.68
484,Description:,Monthly bills paid,,,,
484,2029-03-02,301,Owner's Equity,6608.680000000051,0
485,2029-03-02,401,Sales Revenue,0,9728.04
485,2029-03-02,501,Cost of Goods Sold,6323.226000000001,0
485,2029-03-02,103,Inventory,0,6323.226000000001
485,2029-03-02,101,Cash,9728.04,0
485,Description:,Goods exchanged for money,,,,
485,2029-03-06,301,Owner's Equity,0,3404.814000000013
486,Description:,Sales completed,,,,
487,2029-03-13,101,Cash,0,9843.7
487,2029-03-13,202,Loan Payable,9843.7,0
487,Description:,Loan activity,,,,
487,2029-03-20,301,Owner's Equity,0,1.1641532182693481e-10
488,Description:,Goods exchanged for money,,,,
489,2029-03-25,201,Accounts Payable,1575.18,0
489,2029-03-25,101,Cash,0,1575.18
489,Description:,Debt payment,,,,
489,2029-03-31,301,Owner's Equity,1.1641532182693481e-10,0
490,2029-03-31,103,Inventory,3828.9,0
490,2029-03-31,201,Accounts Payable,0,3828.9
490,Description:,Restocking products,,,,
490,2029-04-10,301,Owner's Equity,0,5.820766091346741e-11
491,2029-04-10,201,Accounts Payable,778.06,0
491,2029-04-10,101,Cash,0,778.06
491,Description:,Debt payment,,,,
491,2029-04-20,301,Owner's Equity,5.820766091346741e-11,0
492,2029-04-20,201,Accounts Payable,1890.16,0
492,2029-04-20,101,Cash,0,1890.16
492,Description:,Reduced payable amount,,,,
493,2029-04-30,101,Cash,0,8382.57
493,2029-04-30,202,Loan Payable,8382.57,0
493,Description:,Loan activity,,,,
494,2029-05-06,201,Accounts Payable,1958.72,0
494,2029-05-06,101,Cash,0,1958.72
494,Description:,Reduced payable amount,,,,
494,2029-05-12,301,Owner's Equity,0,5.820766091346741e-11
495,2029-05-12,101,Cash,0,6458.28
495,2029-05-12,202,Loan Payable,6458.28,0
495,Description:,Bank interactions,,,,
496,2029-05-20,103,Inventory,829.67,0
496,2029-05-20,201,Accounts Payable,0,829.67
496,Description:,Added to inventory,,,,
497,2029-05-24,201,Accounts Payable,18898.9,0
497,2029-05-24,101,Cash,0,18898.9
497,Description:,Paid off a creditor,ANOMALY,,,
497,2029-06-02,301,Owner's Equity,5.820766091346741e-11,0
498,Description:,Items sold,,,,
499,Description:,Goods exchanged for money,,,,
500,2029-06-15,201,Accounts Payable,1898.84,0
500,2029-06-15,101,Cash,0,1898.84
500,Description:,Debt payment,,,,
500,2029-06-16,301,Owner's Equity,0,5.820766091346741e-11
501,2029-06-16,401,Sales Revenue,0,3816.58
501,2029-06-16,501,Cost of Goods Sold,2480.777,0
501,2029-06-16,103,Inventory,0,2480.777
501,2029-06-16,102,Accounts Receivable,3816.58,0
501,Description:,Items sold,,,,
501,2029-06-21,301,Owner's Equity,0,1335.8030000000144
502,2029-06-21,103,Inventory,2141.55,0
502,2029-06-21,201,Accounts Payable,0,2141.55
502,Description:,Goods purchased,,,,
502,2029-06-29,301,Owner's Equity,5.820766091346741e-11,0
503,Description:,Goods exchanged for money,,,,
504,2029-07-05,201,Accounts Payable,1467.17,0
504,2029-07-05,101,Cash,0,1467.17
504,Description:,Reduced payable amount,,,,
505,2029-07-07,502,Rent Expense,1769.97,0
505,2029-07-07,503,Salary Expense,5904.55,0
505,2029-07-07,101,Cash,0,7674.52
505,Description:,Regular expenses,,,,
505,2029-07-12,301,Owner's Equity,7674.520000000019,0
506,2029-07-12,103,Inventory,559.51,0
506,2029-07-12,201,Accounts Payable,0,559.51
506,Description:,Goods purchased,,,,
507,2029-07-16,101,Cash,0,9369.86
507,2029-07-16,202,Loan Payable,9369.86,0
507,Description:,Bank interactions,,,,
508,2029-07-22,201,Accounts Payable,1152.05,0
508,2029-07-22,101,Cash,0,1152.05
508,Description:,Paid off a creditor,,,,
508,2029-07-31,301,Owner's Equity,5.820766091346741e-11,0
509,2029-07-31,502,Rent Expense,1782.21,0
509,2029-07-31,503,Salary Expense,5635.61,0
509,2029-07-31,101,Cash,0,7417.82
509,Description:,Monthly bills paid,,,,
509,2029-08-08,301,Owner's Equity,7417.819999999949,0
510,2029-08-08,401,Sales Revenue,0,2355.96
510,2029-08-08,501,Cost of Goods Sold,1531.374,0
510,2029-08-08,103,Inventory,0,1531.374
510,2029-08-08,101,Cash,2355.96,0
510,Description:,Goods exchanged for money,,,,
510,2029-08-16,301,Owner's Equity,0,824.585999999952
511,2029-08-16,401,Sales Revenue,0,4662.4
511,2029-08-16,501,Cost of Goods Sold,3030.56,0
511,2029-08-16,103,Inventory,0,3030.56
511,2029-08-16,101,Cash,4662.4,0
511,Description:,Goods exchanged for money,,,,
511,2029-08-19,301,Owner's Equity,0,1631.8400000000256
512,Description:,Items sold,,,,
513,2029-08-22,502,Rent Expense,1753.31,0
513,2029-08-22,503,Salary Expense,5996.51,0
513,2029-08-22,101,Cash,0,7749.82
513,Description:,Monthly bills paid,,,,
513,2029-08-27,301,Owner's Equity,7749.819999999949,0
514,2029-08-27,101,Cash,0,5103.22
514,2029-08-27,202,Loan Payable,5103.22,0
514,Description:,Bank interactions,,,,
515,2029-09-06,103,Inventory,2645.99,0
515,2029-09-06,201,Accounts Payable,0,2645.99
515,Description:,Restocking products,,,,
516,2029-09-16,201,Accounts Payable,1234.41,0
516,2029-09-16,101,Cash,0,1234.41
516,Description:,Reduced payable amount,,,,
516,2029-09-26,301,Owner's Equity,5.820766091346741e-11,0
517,2029-09-26,103,Inventory,2956.05,0
517,2029-09-26,201,Accounts Payable,0,2956.05
517,Description:,Added to inventory,,,,
517,2029-09-30,301,Owner's Equity,0,5.820766091346741e-11
518,2029-09-30,401,Sales Revenue,0,8192.5
518,2029-09-30,501,Cost of Goods Sold,5325.125,0
518,2029-09-30,103,Inventory,0,5325.125
518,2029-09-30,102,Accounts Receivable,8192.5,0
518,Description:,Sales completed,,,,
518,2029-10-03,301,Owner's Equity,0,2867.375
519,2029-10-03,101,Cash,0,5719.8
519,2029-10-03,202,Loan Payable,5719.8,0
519,Description:,Bank interactions,,,,
520,2029-10-11,201,Accounts Payable,1315.05,0
520,2029-10-11,101,Cash,0,1315.05
520,Description:,Paid off a creditor,,,,
520,2029-10-17,301,Owner's Equity,1.1641532182693481e-10,0
521,2029-10-17,201,Accounts Payable,1555.21,0
521,2029-10-17,101,Cash,0,1555.21
521,Description:,Paid off a creditor,,,,
521,2029-10-20,301,Owner's Equity,0,5.820766091346741e-11
522,2029-10-20,201,Accounts Payable,1485.86,0
522,2029-10-20,101,Cash,0,1485.86
522,Description:,Reduced payable amount,,,,
523,Description:,Goods exchanged for money,,,,
524,Description:,Items sold,,,,
525,2029-11-10,201,Accounts Payable,1648.0,0
525,2029-11-10,101,Cash,0,1648.0
525,Description:,Paid off a creditor,,,,
526,Description:,Items sold,ANOMALY,,,
527,2029-11-24,201,Accounts Payable,818.57,0
527,2029-11-24,101,Cash,0,818.57
527,Description:,Reduced payable amount,,,,
527,2029-11-30,301,Owner's Equity,0,5.820766091346741e-11
528,2029-11-30,201,Accounts Payable,1015.76,0
528,2029-11-30,101,Cash,0,1015.76
528,Description:,Paid off a creditor,,,,
529,2029-12-01,101,Cash,0,8282.9
529,2029-12-01,202,Loan Payable,8282.9,0
529,Description:,Loan account adjustments,,,,
530,2029-12-06,101,Cash,0,9809.83
530,2029-12-06,202,Loan Payable,9809.83,0
530,Description:,Bank interactions,,,,
531,2029-12-13,201,Accounts Payable,734.43,0
531,2029-12-13,101,Cash,0,734.43
531,Description:,Paid off a creditor,,,,
531,2029-12-14,301,Owner's Equity,5.820766091346741e-11,0
532,2029-12-14,101,Cash,0,6580.03
532,2029-12-14,202,Loan Payable,6580.03,0
532,Description:,Loan account adjustments,,,,
533,2029-12-21,101,Cash,0,6998.74
533,2029-12-21,202,Loan Payable,6998.74,0
533,Description:,Loan activity,,,,
534,2029-12-27,103,Inventory,3138.45,0
534,2029-12-27,201,Accounts Payable,0,3138.45
534,Description:,Restocking products,,,,
535,2030-01-06,101,Cash,0,6529.02
535,2030-01-06,202,Loan Payable,6529.02,0
535,Description:,Loan activity,,,,
536,2030-01-14,101,Cash,0,7928.68
536,2030-01-14,202,Loan Payable,7928.68,0
536,Description:,Loan account adjustments,,,,
537,2030-01-15,103,Inventory,2007.83,0
537,2030-01-15,201,Accounts Payable,0,2007.83
537,Description:,Restocking products,,,,
537,2030-01-18,301,Owner's Equity,0,5.820766091346741e-11
538,2030-01-18,201,Accounts Payable,1346.49,0
538,2030-01-18,101,Cash,0,1346.49
538,Description:,Reduced payable amount,,,,
539,2030-01-24,101,Cash,0,6371.61
539,2030-01-24,202,Loan Payable,6371.61,0
539,Description:,Bank interactions,,,,
540,2030-01-27,401,Sales Revenue,0,8518.29
540,2030-01-27,501,Cost of Goods Sold,5536.888500000001,0
540,2030-01-27,103,Inventory,0,5536.888500000001
540,2030-01-27,101,Cash,8518.29,0
540,Description:,Goods exchanged for money,,,,
540,2030-01-28,301,Owner's Equity,0,2981.4015000000363
541,2030-01-28,101,Cash,0,5638.46
541,2030-01-28,202,Loan Payable,5638.46,0
541,Description:,Loan account adjustments,,,,
542,Description:,Sales completed,,,,
543,2030-02-06,103,Inventory,4420.0,0
543,2030-02-06,201,Accounts Payable,0,4420.0
543,Description:,Goods purchased,,,,
544,2030-02-12,101,Cash,9608.28,0
544,2030-02-12,202,Loan Payable,0,9608.28
544,Description:,Loan account adjustments,,,,
545,Description:,Sales completed,ANOMALY,,,
546,Description:,Goods exchanged for money,,,,
547,2030-03-05,101,Cash,0,8329.94
547,2030-03-05,202,Loan Payable,8329.94,0
547,Description:,Loan activity,,,,
548,2030-03-09,401,Sales Revenue,0,3170.66
548,2030-03-09,501,Cost of Goods Sold,2060.929,0
548,2030-03-09,103,Inventory,0,2060.929
548,2030-03-09,102,Accounts Receivable,3170.66,0
548,Description:,Sales completed,,,,
548,2030-03-10,301,Owner's Equity,0,1109.7309999999707
549,2030-03-10,101,Cash,0,9711.84
549,2030-03-10,202,Loan Payable,9711.84,0
549,Description:,Bank interactions,,,,
550,2030-03-15,101,Cash,0,9568.82
550,2030-03-15,202,Loan Payable,9568.82,0
550,Description:,Loan activity,,,,
551,2030-03-18,103,Inventory,4750.44,0
551,2030-03-18,201,Accounts Payable,0,4750.44
551,Description:,Added to inventory,,,,
551,2030-03-21,301,Owner's Equity,5.820766091346741e-11,0
552,2030-03-21,201,Accounts Payable,1328.49,0
552,2030-03-21,101,Cash,0,1328.49
552,Description:,Paid off a creditor,,,,
553,2030-03-23,201,Accounts Payable,1648.02,0
553,2030-03-23,101,Cash,0,1648.02
553,Description:,Debt payment,,,,
554,2030-03-29,401,Sales Revenue,0,4303.83
554,2030-03-29,501,Cost of Goods Sold,2797.4895,0
554,2030-03-29,103,Inventory,0,2797.4895
554,2030-03-29,102,Accounts Receivable,4303.83,0
554,Description:,Sales completed,,,,
554,2030-03-30,301,Owner's Equity,0,1506.3404999999912
555,2030-03-30,401,Sales Revenue,0,5227.63
555,2030-03-30,501,Cost of Goods Sold,3397.9595000000004,0
555,2030-03-30,103,Inventory,0,3397.9595000000004
555,2030-03-30,102,Accounts Receivable,5227.63,0
555,Description:,Sales completed,,,,
555,2030-04-01,301,Owner's Equity,0,1829.6705000000075
556,Description:,Sales completed,,,,
557,2030-04-07,502,Rent Expense,1184.44,0
557,2030-04-07,503,Salary Expense,4584.08,0
557,2030-04-07,101,Cash,0,5768.52
557,Description:,Monthly bills paid,,,,
557,2030-04-13,301,Owner's Equity,5768.520000000019,0
558,Description:,Items sold,,,,
559,2030-04-22,103,Inventory,1099.39,0
559,2030-04-22,201,Accounts Payable,0,1099.39
559,Description:,Goods purchased,,,,
560,Description:,Items sold,,,,
561,2030-04-28,201,Accounts Payable,782.1,0
561,2030-04-28,101,Cash,0,782.1
561,Description:,Reduced payable amount,,,,
562,2030-05-02,201,Accounts Payable,1854.52,0
562,2030-05-02,101,Cash,0,1854.52
562,Description:,Paid off a creditor,,,,
563,2030-05-06,101,Cash,0,9197.21
563,2030-05-06,202,Loan Payable,9197.21,0
563,Description:,Loan activity,,,,
564,2030-05-07,101,Cash,0,8846.84
564,2030-05-07,202,Loan Payable,8846.84,0
564,Description:,Bank interactions,,,,
565,Description:,Sales completed,,,,
566,2030-05-15,101,Cash,0,7542.29
566,2030-05-15,202,Loan Payable,7542.29,0
566,Description:,Loan account adjustments,,,,
567,Description:,Items sold,,,,
568,2030-05-20,401,Sales Revenue,0,3451.77
568,2030-05-20,501,Cost of Goods Sold,2243.6505,0
568,2030-05-20,103,Inventory,0,2243.6505
568,2030-05-20,101,Cash,3451.77,0
568,Description:,Sales completed,,,,
568,2030-05-30,301,Owner's Equity,0,1208.1195000000298
569,2030-05-30,103,Inventory,599.07,0
569,2030-05-30,201,Accounts Payable,0,599.07
569,Description:,Added to inventory,,,,
570,2030-06-04,103,Inventory,1641.62,0
570,2030-06-04,201,Accounts Payable,0,1641.62
570,Description:,Added to inventory,,,,
571,Description:,Goods exchanged for money,,,,
572,2030-06-09,401,Sales Revenue,0,2278.11
572,2030-06-09,501,Cost of Goods Sold,1480.7715,0
572,2030-06-09,103,Inventory,0,1480.7715
572,2030-06-09,102,Accounts Receivable,2278.11,0
572,Description:,Sales completed,,,,
572,2030-06-12,301,Owner's Equity,0,797.3384999999544
573,Description:,Items sold,,,,
574,Description:,Goods exchanged for money,,,,
575,2030-06-30,201,Accounts Payable,702.85,0
575,2030-06-30,101,Cash,0,702.85
575,Description:,Debt payment,,,,
575,2030-07-08,301,Owner's Equity,0,5.820766091346741e-11
576,2030-07-08,101,Cash,5796.31,0
576,2030-07-08,202,Loan Payable,0,5796.31
576,Description:,Bank interactions,,,,
577,Description:,Sales completed,,,,
578,Description:,Sales completed,,,,
579,2030-07-22,201,Accounts Payable,1598.82,0
579,2030-07-22,101,Cash,0,1598.82
579,Description:,Debt payment,,,,
580,Description:,Items sold,,,,
581,2030-08-04,201,Accounts Payable,1613.17,0
581,2030-08-04,101,Cash,0,1613.17
581,Description:,Debt payment,,,,
582,Description:,Goods exchanged for money,,,,
583,2030-08-19,103,Inventory,2427.65,0
583,2030-08-19,201,Accounts Payable,0,2427.65
583,Description:,Added to inventory,,,,
584,2030-08-25,201,Accounts Payable,1151.76,0
584,2030-08-25,101,Cash,0,1151.76
584,Description:,Debt payment,,,,
585,2030-08-29,103,Inventory,4913.09,0
585,2030-08-29,201,Accounts Payable,0,4913.09
585,Description:,Added to inventory,,,,
585,2030-09-07,301,Owner's Equity,0,5.820766091346741e-11
586,2030-09-07,401,Sales Revenue,0,2279.57
586,2030-09-07,501,Cost of Goods Sold,1481.7205000000001,0
586,2030-09-07,103,Inventory,0,1481.7205000000001
586,2030-09-07,102,Accounts Receivable,2279.57,0
586,Description:,Sales completed,,,,
586,2030-09-09,301,Owner's Equity,0,797.849499999953
587,2030-09-09,401,Sales Revenue,0,10603.56
587,2030-09-09,501,Cost of Goods Sold,6892.314,0
587,2030-09-09,103,Inventory,0,6892.314
587,2030-09-09,102,Accounts Receivable,10603.56,0
587,Description:,Goods exchanged for money,,,,
587,2030-09-19,301,Owner's Equity,0,3711.246000000043
588,2030-09-19,101,Cash,0,8073.3
588,2030-09-19,202,Loan Payable,8073.3,0
588,Description:,Bank interactions,,,,
589,2030-09-25,201,Accounts Payable,1946.17,0
589,2030-09-25,101,Cash,0,1946.17
589,Description:,Debt payment,,,,
590,2030-09-27,201,Accounts Payable,528.23,0
590,2030-09-27,101,Cash,0,528.23
590,Description:,Paid off a creditor,,,,
591,Description:,Items sold,,,,
592,2030-10-01,101,Cash,0,9980.57
592,2030-10-01,202,Loan Payable,9980.57,0
592,Description:,Loan account adjustments,,,,
593,2030-10-04,101,Cash,0,6814.01
593,2030-10-04,202,Loan Payable,6814.01,0
593,Description:,Loan activity,,,,
594,2030-10-09,101,Cash,0,9674.63
594,2030-10-09,202,Loan Payable,9674.63,0
594,Description:,Bank interactions,,,,
595,2030-10-15,201,Accounts Payable,1155.85,0
595,2030-10-15,101,Cash,0,1155.85
595,Description:,Debt payment,,,,
596,2030-10-22,101,Cash,0,9857.36
596,2030-10-22,202,Loan Payable,9857.36,0
596,Description:,Loan activity,,,,
597,Description:,Sales completed,,,,
598,2030-11-01,201,Accounts Payable,1894.6,0
598,2030-11-01,101,Cash,0,1894.6
598,Description:,Debt payment,,,,
598,2030-11-07,301,Owner's Equity,0,5.820766091346741e-11
599,Description:,Goods exchanged for money,,,,
600,Description:,Sales completed,,,,
601,2030-11-15,101,Cash,0,84387.90000000001
601,2030-11-15,202,Loan Payable,84387.90000000001,0
601,Description:,Loan activity,ANOMALY,,,
601,2030-11-18,301,Owner's Equity,1.1641532182693481e-10,0
602,2030-11-18,201,Accounts Payable,1474.41,0
602,2030-11-18,101,Cash,0,1474.41
602,Description:,Reduced payable amount,,,,
603,Description:,Goods exchanged for money,,,,
604,2030-11-26,201,Accounts Payable,11786.400000000001,0
604,2030-11-26,101,Cash,0,11786.400000000001
604,Description:,Reduced payable amount,ANOMALY,,,
605,Description:,Items sold,,,,
606,2030-12-10,103,Inventory,2235.24,0
606,2030-12-10,201,Accounts Payable,0,2235.24
606,Description:,Goods purchased,,,,
607,2030-12-20,401,Sales Revenue,0,2667.88
607,2030-12-20,501,Cost of Goods Sold,1734.122,0
607,2030-12-20,103,Inventory,0,1734.122
607,2030-12-20,101,Cash,2667.88,0
607,Description:,Sales completed,,,,
607,2030-12-26,301,Owner's Equity,0,933.7580000000307
608,2030-12-26,101,Cash,0,6977.37
608,2030-12-26,202,Loan Payable,6977.37,0
608,Description:,Bank interactions,,,,
609,Description:,Goods exchanged for money,,,,
610,2031-01-02,101,Cash,0,8291.86
610,2031-01-02,202,Loan Payable,8291.86,0
610,Description:,Bank interactions,,,,
611,2031-01-07,103,Inventory,1882.69,0
611,2031-01-07,201,Accounts Payable,0,1882.69
611,Description:,Restocking products,,,,
612,Description:,Items sold,,,,
613,2031-01-26,103,Inventory,4270.58,0
613,2031-01-26,201,Accounts Payable,0,4270.58
613,Description:,Added to inventory,,,,
614,2031-01-30,101,Cash,6548.68,0
614,2031-01-30,202,Loan Payable,0,6548.68
614,Description:,Loan account adjustments,,,,
615,2031-02-08,201,Accounts Payable,1385.17,0
615,2031-02-08,101,Cash,0,1385.17
615,Description:,Reduced payable amount,,,,
616,2031-02-17,101,Cash,0,8189.85
616,2031-02-17,202,Loan Payable,8189.85,0
616,Description:,Loan account adjustments,,,,
617,2031-02-26,201,Accounts Payable,13567.4,0
617,2031-02-26,101,Cash,0,13567.4
617,Description:,Debt payment,ANOMALY,,,
618,2031-03-02,103,Inventory,1776.87,0
618,2031-03-02,201,Accounts Payable,0,1776.87
618,Description:,Added to inventory,,,,
619,2031-03-10,201,Accounts Payable,1446.92,0
619,2031-03-10,101,Cash,0,1446.92
619,Description:,Debt payment,,,,
620,2031-03-11,201,Accounts Payable,1661.49,0
620,2031-03-11,101,Cash,0,1661.49
620,Description:,Reduced payable amount,,,,
621,2031-03-13,201,Accounts Payable,1603.42,0
621,2031-03-13,101,Cash,0,1603.42
621,Description:,Paid off a creditor,,,,
621,2031-03-23,301,Owner's Equity,1.1641532182693481e-10,0
622,2031-03-23,101,Cash,0,7418.82
622,2031-03-23,202,Loan Payable,7418.82,0
622,Description:,Loan activity,,,,
623,2031-03-24,201,Accounts Payable,579.14,0
623,2031-03-24,101,Cash,0,579.14
623,Description:,Paid off a creditor,,,,
624,2031-04-03,401,Sales Revenue,0,2711.05
624,2031-04-03,501,Cost of Goods Sold,1762.1825000000001,0
624,2031-04-03,103,Inventory,0,1762.1825000000001
624,2031-04-03,102,Accounts Receivable,2711.05,0
624,Description:,Goods exchanged for money,,,,
624,2031-04-04,301,Owner's Equity,0,948.8675000000512
